岡山,長崎,2
清水,広島,1
京都,名古屋,0
川崎Ｆ,横浜FM,2
柏,水戸,1
福岡,Ｇ大阪,0
鹿島,千葉,1
Ｃ大阪,神戸,0
浦和レッズ,町田,2
東京ヴェルディ,FC東京,0
札幌,甲府,1
今治,徳島,1
秋田,八戸,1
