ジェフユナイテッド千葉,東京ヴェルディ,1
名古屋グランパス,セレッソ大阪,1
V・ファーレン長崎,清水エスパルス,2
ファジアーノ岡山,ヴィッセル神戸,2
柏レイソル,横浜F・マリノス,1
水戸ホーリーホック,鹿島アントラーズ,0
ガンバ大阪,京都サンガF.C.,1
サンフレッチェ広島,アビスパ福岡,2
川崎フロンターレ,浦和レッズ,1
FC東京,FC町田ゼルビア,0
ヴァンラーレ八戸,モンテディオ山形,2
サガン鳥栖,大分トリニータ,2
ジュビロ磐田,ヴァンフォーレ甲府,1
